x,y,z,s,t,w
1605825,737856,1767231,434808,856440,1819935
240800,1711572,1728428,570096,1804020,1820020
478400,857808,982192,1532244,1756020,1820020
570096,1711572,1804020,240800,1728428,1820020
1532244,857808,1756020,478400,982192,1820020
745836,1284723,1485525,1051820,1660373,1820195
1051820,1284723,1660373,745836,1485525,1820195
399600,1451520,1505520,1023360,1776000,1820400
1023360,1451520,1776000,399600,1505520,1820400
1023360,230256,1048944,1487808,1505520,1820400
1487808,230256,1505520,1023360,1048944,1820400
399636,271648,483220,1755264,1776160,1820564
1755264,271648,1776160,399636,483220,1820564
541604,280053,609725,1715640,1738347,1820765
1715640,280053,1738347,541604,609725,1820765
91749,327932,340525,1788720,1818532,1820845
1788720,327932,1818532,91749,340525,1820845
760256,1425480,1615544,840015,1654575,1820881
840015,1425480,1654575,760256,1615544,1820881
201708,171969,265065,1801580,1809769,1820975
1801580,171969,1809769,201708,265065,1820975
435072,815760,924528,1568896,1768304,1821040
435072,738304,856960,1606800,1768304,1821040
1568896,815760,1768304,435072,924528,1821040
1606800,738304,1768304,435072,856960,1821040
173061,1176252,1188915,1379664,1813020,1821261
314364,367227,483405,1755936,1793925,1821261
399789,271752,483405,1755936,1776840,1821261
1052436,472752,1153740,1409211,1486395,1821261
1379664,1176252,1813020,173061,1188915,1821261
1409211,472752,1486395,1052436,1153740,1821261
1755936,367227,1793925,314364,483405,1821261
1755936,271752,1776840,399789,483405,1821261
930475,1079760,1425365,1133748,1565652,1821277
1133748,1079760,1565652,930475,1425365,1821277
1023880,230373,1049477,1488564,1506285,1821325
1488564,230373,1506285,1023880,1049477,1821325
156780,1524585,1532625,984200,1814665,1821425
984200,1524585,1814665,156780,1532625,1821425
1108800,474096,1205904,1365372,1445340,1821660
1205904,330372,1250340,1324800,1365372,1821660
1324800,330372,1365372,1205904,1250340,1821660
1365372,474096,1445340,1108800,1205904,1821660
760704,1426320,1616496,840510,1655550,1821954
840510,1426320,1655550,760704,1616496,1821954
399942,271856,483590,1756608,1777520,1821958
1756608,271856,1777520,399942,483590,1821958
1070300,934080,1420580,1140912,1474512,1822012
1140912,934080,1474512,1070300,1420580,1822012
435336,816255,925089,1569848,1769377,1822145
435336,738752,857480,1607775,1769377,1822145
949824,1177968,1513200,1015105,1555007,1822145
1015105,1177968,1555007,949824,1513200,1822145
1569848,816255,1769377,435336,925089,1822145
1607775,738752,1769377,435336,857480,1822145
1024400,230490,1050010,1489320,1507050,1822250
1489320,230490,1507050,1024400,1050010,1822250
278759,395388,483775,1757280,1801212,1822655
400095,271960,483775,1757280,1778200,1822655
746844,926233,1189825,1380720,1662617,1822655
1182503,131796,1189825,1380720,1386996,1822655
1380720,926233,1662617,746844,1189825,1822655
1380720,131796,1386996,1182503,1189825,1822655
1757280,395388,1801212,278759,483775,1822655
1757280,271960,1778200,400095,483775,1822655
746928,1286604,1487700,1053360,1662804,1822860
1053360,1286604,1662804,746928,1487700,1822860
357084,732480,814884,1630640,1787600,1822916
1630640,732480,1787600,357084,814884,1822916
542248,280386,610450,1717680,1740414,1822930
1717680,280386,1740414,542248,610450,1822930
761152,1427160,1617448,841005,1656525,1823027
841005,1427160,1656525,761152,1617448,1823027
1062765,927504,1410579,1154860,1481204,1823029
1062765,870100,1373515,1198704,1481204,1823029
1154860,927504,1481204,1062765,1410579,1823029
1198704,870100,1481204,1062765,1373515,1823029
1024920,230607,1050543,1490076,1507815,1823175
1490076,230607,1507815,1024920,1050543,1823175
435600,816750,925650,1570800,1770450,1823250
435600,739200,858000,1608750,1770450,1823250
950400,637560,1144440,1419330,1555950,1823250
1419330,637560,1555950,950400,1144440,1823250
1570800,816750,1770450,435600,925650,1823250
1608750,739200,1770450,435600,858000,1823250
400248,272064,483960,1757952,1778880,1823352
1757952,272064,1778880,400248,483960,1823352
386400,1668420,1712580,627440,1782500,1823900
627440,1668420,1782500,386400,1712580,1823900
400401,272168,484145,1758624,1779560,1824049
1758624,272168,1779560,400401,484145,1824049
399900,665280,776220,1650663,1779687,1824063
1650663,665280,1779687,399900,776220,1824063
76860,1003200,1006140,1521520,1822480,1824100
278980,1013376,1051076,1490832,1802640,1824100
499140,873600,1006140,1521520,1754480,1824100
580160,708624,915824,1577532,1729380,1824100
761600,1428000,1618400,841500,1657500,1824100
761600,396000,858400,1609500,1657500,1824100
841500,1428000,1657500,761600,1618400,1824100
1025440,920448,1377952,1195236,1508580,1824100
1025440,230724,1051076,1490832,1508580,1824100
1112960,812448,1377952,1195236,1445220,1824100
1195236,920448,1508580,1025440,1377952,1824100
1195236,812448,1445220,1112960,1377952,1824100
1490832,1013376,1802640,278980,1051076,1824100
1490832,230724,1508580,1025440,1051076,1824100
1521520,1003200,1822480,76860,1006140,1824100
1521520,873600,1754480,499140,1006140,1824100
1577532,708624,1729380,580160,915824,1824100
1609500,396000,1657500,761600,858400,1824100
173355,201168,265557,1804924,1816100,1824355
435864,817245,926211,1571752,1771523,1824355
435864,739648,858520,1609725,1771523,1824355
1571752,817245,1771523,435864,926211,1824355
1609725,739648,1771523,435864,858520,1824355
1804924,201168,1816100,173355,265557,1824355
729300,1496000,1664300,747600,1672400,1824500
729300,327600,799500,1640000,1672400,1824500
747600,1496000,1672400,729300,1664300,1824500
1640000,327600,1672400,729300,799500,1824500
400554,272272,484330,1759296,1780240,1824746
1016554,620928,1191190,1382304,1515360,1824746
1382304,620928,1515360,1016554,1191190,1824746
1759296,272272,1780240,400554,484330,1824746
969408,1156680,1509192,1025856,1546056,1824840
969408,658944,1172160,1398600,1546056,1824840
1025856,1156680,1546056,969408,1509192,1824840
1398600,658944,1546056,969408,1172160,1824840
1025960,230841,1051609,1491588,1509345,1825025
1491588,230841,1509345,1025960,1051609,1825025
542892,280719,611175,1719720,1742481,1825095
1719720,280719,1742481,542892,611175,1825095
762048,1428840,1619352,841995,1658475,1825173
841995,1428840,1658475,762048,1619352,1825173
202176,172368,265680,1805760,1813968,1825200
1805760,172368,1813968,202176,265680,1825200
777920,928200,1211080,1365525,1651125,1825205
1365525,928200,1651125,777920,1211080,1825205
1072225,935760,1423135,1142964,1477164,1825289
1142964,935760,1477164,1072225,1423135,1825289
954720,622710,1139850,1425816,1555866,1825434
1425816,622710,1555866,954720,1139850,1825434
400707,272376,484515,1759968,1780920,1825443
1759968,272376,1780920,400707,484515,1825443
436128,817740,926772,1572704,1772596,1825460
436128,740096,859040,1610700,1772596,1825460
1572704,817740,1772596,436128,926772,1825460
1610700,740096,1772596,436128,859040,1825460
1034816,510720,1153984,1414512,1503888,1825520
1414512,510720,1503888,1034816,1153984,1825520
202212,1374384,1389180,1184365,1814291,1825525
748020,1288485,1489875,1054900,1665235,1825525
748020,868032,1145868,1421101,1665235,1825525
1054900,1288485,1665235,748020,1489875,1825525
1184365,1374384,1814291,202212,1389180,1825525
1421101,868032,1665235,748020,1145868,1825525
932750,1082400,1428850,1136520,1569480,1825730
1136520,1082400,1569480,932750,1428850,1825730
1026480,230958,1052142,1492344,1510110,1825950
1492344,230958,1510110,1026480,1052142,1825950
279292,396144,484700,1760640,1804656,1826140
400860,272480,484700,1760640,1781600,1826140
748272,928004,1192100,1383360,1665796,1826140
1184764,132048,1192100,1383360,1389648,1826140
1383360,928004,1665796,748272,1192100,1826140
1383360,132048,1389648,1184764,1192100,1826140
1760640,396144,1804656,279292,484700,1826140
1760640,272480,1781600,400860,484700,1826140
803712,1182384,1429680,1136212,1639820,1826188
1136212,1182384,1639820,803712,1429680,1826188
762496,1429680,1620304,842490,1659450,1826246
842490,1429680,1659450,762496,1620304,1826246
436392,818235,927333,1573656,1773669,1826565
436392,740544,859560,1611675,1773669,1826565
580944,1000692,1157100,1413315,1731717,1826565
1413315,1000692,1731717,580944,1157100,1826565
1573656,818235,1773669,436392,927333,1826565
1611675,740544,1773669,436392,859560,1826565
329395,1730256,1761331,484092,1796700,1826645
484092,1730256,1796700,329395,1761331,1826645
401013,272584,484885,1761312,1782280,1826837
1761312,272584,1782280,401013,484885,1826837
1027000,231075,1052675,1493100,1510875,1826875
1493100,231075,1510875,1027000,1052675,1826875
357903,734160,816753,1634380,1791700,1827097
1634380,734160,1791700,357903,816753,1827097
235872,778596,813540,1636128,1811940,1827228
1636128,778596,1811940,235872,813540,1827228
543536,281052,611900,1721760,1744548,1827260
1721760,281052,1744548,543536,611900,1827260
762944,1430520,1621256,842985,1660425,1827319
842985,1430520,1660425,762944,1621256,1827319
401166,272688,485070,1761984,1782960,1827534
1761984,272688,1782960,401166,485070,1827534
476476,820743,949025,1561824,1764345,1827551
1561824,820743,1764345,476476,949025,1827551
436656,818730,927894,1574608,1774742,1827670
436656,740992,860080,1612650,1774742,1827670
1574608,818730,1774742,436656,927894,1827670
1612650,740992,1774742,436656,860080,1827670
495495,343200,602745,1725500,1759300,1827745
1725500,343200,1759300,495495,602745,1827745
1027520,231192,1053208,1493856,1511640,1827800
1493856,231192,1511640,1027520,1053208,1827800
116571,1521520,1525979,1006140,1824100,1827821
116571,76860,139629,1822480,1824100,1827821
1006140,1521520,1824100,116571,1525979,1827821
1822480,76860,1824100,116571,139629,1827821
387240,1672047,1716303,628804,1786375,1827865
628804,1672047,1786375,387240,1716303,1827865
92106,329208,341850,1795680,1825608,1827930
1795680,329208,1825608,92106,341850,1827930
401265,1457568,1511793,1027624,1783400,1827985
1027624,1457568,1783400,401265,1511793,1827985
738234,506088,895050,1594080,1672488,1828170
1594080,506088,1672488,738234,895050,1828170
749112,1290366,1492050,1056440,1667666,1828190
1056440,1290366,1667666,749112,1492050,1828190
742203,1235304,1441125,1124928,1670760,1828197
1124928,1235304,1670760,742203,1441125,1828197
401319,272792,485255,1762656,1783640,1828231
1762656,272792,1783640,401319,485255,1828231
763392,1431360,1622208,843480,1661400,1828392
843480,1431360,1661400,763392,1622208,1828392
1074150,937440,1425690,1145016,1479816,1828566
1145016,937440,1479816,1074150,1425690,1828566
196420,844560,867100,1609920,1818000,1828580
1609920,844560,1818000,196420,867100,1828580
210600,1572480,1586520,909216,1816416,1828584
909216,1572480,1816416,210600,1586520,1828584
1028040,231309,1053741,1494612,1512405,1828725
1494612,231309,1512405,1028040,1053741,1828725
436920,819225,928455,1575560,1775815,1828775
436920,741440,860600,1613625,1775815,1828775
953280,639492,1147908,1423631,1560665,1828775
1423631,639492,1560665,953280,1147908,1828775
1575560,819225,1775815,436920,928455,1828775
1613625,741440,1775815,436920,860600,1828775
401472,272896,485440,1763328,1784320,1828928
1763328,272896,1784320,401472,485440,1828928
202644,172767,266295,1809940,1818167,1829425
544180,281385,612625,1723800,1746615,1829425
1723800,281385,1746615,544180,612625,1829425
1809940,172767,1818167,202644,266295,1829425
507276,1025715,1144299,1427400,1757715,1829451
1427400,1025715,1757715,507276,1144299,1829451
763840,1432200,1623160,843975,1662375,1829465
843975,1432200,1662375,763840,1623160,1829465
279825,396900,485625,1764000,1808100,1829625
374535,309120,485625,1764000,1790880,1829625
401625,273000,485625,1764000,1785000,1829625
749700,929775,1194375,1386000,1668975,1829625
1187025,132300,1194375,1386000,1392300,1829625
1386000,929775,1668975,749700,1194375,1829625
1386000,132300,1392300,1187025,1194375,1829625
1764000,396900,1808100,279825,485625,1829625
1764000,309120,1790880,374535,485625,1829625
1764000,273000,1785000,401625,485625,1829625
1028560,231426,1054274,1495368,1513170,1829650
1495368,231426,1513170,1028560,1054274,1829650
437184,819720,929016,1576512,1776888,1829880
437184,741888,861120,1614600,1776888,1829880
1576512,819720,1776888,437184,929016,1829880
1614600,741888,1776888,437184,861120,1829880
935025,1085040,1432335,1139292,1573308,1830183
1139292,1085040,1573308,935025,1432335,1830183
173922,1182104,1194830,1386528,1822040,1830322
315928,369054,485810,1764672,1802850,1830322
401778,273104,485810,1764672,1785680,1830322
1057672,475104,1159480,1416222,1493790,1830322
1386528,1182104,1822040,173922,1194830,1830322
1416222,475104,1493790,1057672,1159480,1830322
1764672,369054,1802850,315928,485810,1830322
1764672,273104,1785680,401778,485810,1830322
145376,386568,413000,1783275,1824693,1830475
1783275,386568,1824693,145376,413000,1830475
764288,1433040,1624112,844470,1663350,1830538
844470,1433040,1663350,764288,1624112,1830538
1029080,231543,1054807,1496124,1513935,1830575
1496124,231543,1513935,1029080,1054807,1830575
367220,1578960,1621100,850425,1793415,1830625
850425,1578960,1793415,367220,1621100,1830625
750204,1292247,1494225,1057980,1670097,1830855
1057980,1292247,1670097,750204,1494225,1830855
437448,820215,929577,1577464,1777961,1830985
437448,742336,861640,1615575,1777961,1830985
1577464,820215,1777961,437448,929577,1830985
1615575,742336,1777961,437448,861640,1830985
401931,273208,485995,1765344,1786360,1831019
1765344,273208,1786360,401931,485995,1831019
358722,735840,818622,1638120,1795800,1831278
1638120,735840,1795800,358722,818622,1831278
1029600,231660,1055340,1496880,1514700,1831500
1496880,231660,1514700,1029600,1055340,1831500
1038220,512400,1157780,1419165,1508835,1831525
1419165,512400,1508835,1038220,1157780,1831525
544824,281718,613350,1725840,1748682,1831590
1725840,281718,1748682,544824,613350,1831590
764736,1433880,1625064,844965,1664325,1831611
844965,1433880,1664325,764736,1625064,1831611
402084,273312,486180,1766016,1787040,1831716
1766016,273312,1787040,402084,486180,1831716
388080,1675674,1720026,630168,1790250,1831830
630168,1675674,1790250,388080,1720026,1831830
423120,283843,509507,1759560,1782307,1831843
1076075,939120,1428245,1147068,1482468,1831843
1147068,939120,1482468,1076075,1428245,1831843
1759560,283843,1782307,423120,509507,1831843
437712,820710,930138,1578416,1779034,1832090
437712,742784,862160,1616550,1779034,1832090
1578416,820710,1779034,437712,930138,1832090
1616550,742784,1779034,437712,862160,1832090
402237,273416,486365,1766688,1787720,1832413
1766688,273416,1787720,402237,486365,1832413
1030120,231777,1055873,1497636,1515465,1832425
1497636,231777,1515465,1030120,1055873,1832425
121770,909216,917334,1586520,1828584,1832634
121770,210600,243270,1816416,1828584,1832634
1586520,909216,1828584,121770,917334,1832634
1816416,210600,1828584,121770,243270,1832634
765184,1434720,1626016,845460,1665300,1832684
845460,1434720,1665300,765184,1626016,1832684
280358,397656,486550,1767360,1811544,1833110
402390,273520,486550,1767360,1788400,1833110
751128,931546,1196650,1388640,1672154,1833110
1189286,132552,1196650,1388640,1394952,1833110
1388640,931546,1672154,751128,1196650,1833110
1388640,132552,1394952,1189286,1196650,1833110
1767360,397656,1811544,280358,486550,1833110
1767360,273520,1788400,402390,486550,1833110
437976,821205,930699,1579368,1780107,1833195
437976,743232,862680,1617525,1780107,1833195
1579368,821205,1780107,437976,930699,1833195
1617525,743232,1780107,437976,862680,1833195
1030640,231894,1056406,1498392,1516230,1833350
1498392,231894,1516230,1030640,1056406,1833350
751296,1294128,1496400,1059520,1672528,1833520
1059520,1294128,1672528,751296,1496400,1833520
203112,173166,266910,1814120,1822366,1833650
1814120,173166,1822366,203112,266910,1833650
545468,282051,614075,1727880,1750749,1833755
1727880,282051,1750749,545468,614075,1833755
765632,1435560,1626968,845955,1666275,1833757
845955,1435560,1666275,765632,1626968,1833757
402543,273624,486735,1768032,1789080,1833807
1768032,273624,1789080,402543,486735,1833807
228384,1733940,1748916,552825,1819935,1834209
552825,1733940,1819935,228384,1748916,1834209
1031160,232011,1056939,1499148,1516995,1834275
1499148,232011,1516995,1031160,1056939,1834275
438240,821700,931260,1580320,1781180,1834300
438240,743680,863200,1618500,1781180,1834300
956160,641424,1151376,1427932,1565380,1834300
1427932,641424,1565380,956160,1151376,1834300
1580320,821700,1781180,438240,931260,1834300
1618500,743680,1781180,438240,863200,1834300
402696,273728,486920,1768704,1789760,1834504
1768704,273728,1789760,402696,486920,1834504
937300,1087680,1435820,1142064,1577136,1834636
1142064,1087680,1577136,937300,1435820,1834636
766080,1436400,1627920,846450,1667250,1834830
846450,1436400,1667250,766080,1627920,1834830
92463,330484,343175,1802640,1832684,1835015
601916,681513,909265,1593900,1733487,1835015
1593900,681513,1733487,601916,909265,1835015
1802640,330484,1832684,92463,343175,1835015
1078000,940800,1430800,1149120,1485120,1835120
1149120,940800,1485120,1078000,1430800,1835120
1031680,232128,1057472,1499904,1517760,1835200
1499904,232128,1517760,1031680,1057472,1835200
402849,273832,487105,1769376,1790440,1835201
1769376,273832,1790440,402849,487105,1835201
438504,822195,931821,1581272,1782253,1835405
438504,744128,863720,1619475,1782253,1835405
1581272,822195,1782253,438504,931821,1835405
1619475,744128,1782253,438504,863720,1835405
359541,737520,820491,1641860,1799900,1835459
1641860,737520,1799900,359541,820491,1835459
402930,1463616,1518066,1031888,1790800,1835570
1031888,1463616,1790800,402930,1518066,1835570
388920,1679301,1723749,631532,1794125,1835795
631532,1679301,1794125,388920,1723749,1835795
530816,58080,533984,1756440,1757400,1835816
1756440,58080,1757400,530816,533984,1835816
403002,273936,487290,1770048,1791120,1835898
1770048,273936,1791120,403002,487290,1835898
766528,1437240,1628872,846945,1668225,1835903
846945,1437240,1668225,766528,1628872,1835903
546112,282384,614800,1729920,1752816,1835920
1729920,282384,1752816,546112,614800,1835920
586040,873600,1051960,1504800,1740000,1836040
1504800,873600,1740000,586040,1051960,1836040
1032200,232245,1058005,1500660,1518525,1836125
1500660,232245,1518525,1032200,1058005,1836125
295815,670432,732793,1683624,1812200,1836185
752388,1296009,1498575,1061060,1674959,1836185
1061060,1296009,1674959,752388,1498575,1836185
1683624,670432,1812200,295815,732793,1836185
584080,713412,922012,1588191,1741065,1836425
1588191,713412,1741065,584080,922012,1836425
438768,822690,932382,1582224,1783326,1836510
438768,744576,864240,1620450,1783326,1836510
1582224,822690,1783326,438768,932382,1836510
1620450,744576,1783326,438768,864240,1836510
280891,398412,487475,1770720,1814988,1836595
403155,274040,487475,1770720,1791800,1836595
752556,933317,1198925,1391280,1675333,1836595
1023155,624960,1198925,1391280,1525200,1836595
1191547,132804,1198925,1391280,1397604,1836595
1391280,933317,1675333,752556,1198925,1836595
1391280,624960,1525200,1023155,1198925,1836595
1391280,132804,1397604,1191547,1198925,1836595
1770720,398412,1814988,280891,487475,1836595
1770720,274040,1791800,403155,487475,1836595
766976,1438080,1629824,847440,1669200,1836976
847440,1438080,1669200,766976,1629824,1836976
1032720,232362,1058538,1501416,1519290,1837050
1501416,232362,1519290,1032720,1058538,1837050
403308,274144,487660,1771392,1792480,1837292
1771392,274144,1792480,403308,487660,1837292
479024,825132,954100,1570176,1773780,1837324
1570176,825132,1773780,479024,954100,1837324
1041624,514080,1161576,1423818,1513782,1837530
1423818,514080,1513782,1041624,1161576,1837530
439032,823185,932943,1583176,1784399,1837615
439032,745024,864760,1621425,1784399,1837615
1583176,823185,1784399,439032,932943,1837615
1621425,745024,1784399,439032,864760,1837615
746130,1241840,1448750,1130880,1679600,1837870
1130880,1241840,1679600,746130,1448750,1837870
203580,173565,267525,1818300,1826565,1837875
1818300,173565,1826565,203580,267525,1837875
1033240,232479,1059071,1502172,1520055,1837975
1502172,232479,1520055,1033240,1059071,1837975
403461,274248,487845,1772064,1793160,1837989
1772064,274248,1793160,403461,487845,1837989
229425,1548360,1565265,963424,1823624,1837999
963424,1548360,1823624,229425,1565265,1837999
767424,1438920,1630776,847935,1670175,1838049
847935,1438920,1670175,767424,1630776,1838049
546756,282717,615525,1731960,1754883,1838085
1731960,282717,1754883,546756,615525,1838085
1079925,942480,1433355,1151172,1487772,1838397
1151172,942480,1487772,1079925,1433355,1838397
403614,274352,488030,1772736,1793840,1838686
1772736,274352,1793840,403614,488030,1838686
174720,202752,267648,1819136,1830400,1838720
439296,823680,933504,1584128,1785472,1838720
439296,745472,865280,1622400,1785472,1838720
1584128,823680,1785472,439296,933504,1838720
1622400,745472,1785472,439296,865280,1838720
1819136,202752,1830400,174720,267648,1838720
203688,1384416,1399320,1193010,1827534,1838850
753480,1297890,1500750,1062600,1677390,1838850
753480,874368,1154232,1431474,1677390,1838850
1062600,1297890,1677390,753480,1500750,1838850
1193010,1384416,1827534,203688,1399320,1838850
1431474,874368,1677390,753480,1154232,1838850
372240,345309,507741,1767388,1800805,1838875
1767388,345309,1800805,372240,507741,1838875
551232,1607760,1699632,701974,1754326,1838890
701974,1607760,1754326,551232,1699632,1838890
1033760,232596,1059604,1502928,1520820,1838900
1502928,232596,1520820,1033760,1059604,1838900
237384,783587,818755,1646616,1823555,1838941
1646616,783587,1823555,237384,818755,1838941
939575,1090320,1439305,1144836,1580964,1839089
1144836,1090320,1580964,939575,1439305,1839089
767872,1439760,1631728,848430,1671150,1839122
848430,1439760,1671150,767872,1631728,1839122
1072170,935712,1423062,1165080,1494312,1839162
1072170,877800,1385670,1209312,1494312,1839162
1165080,935712,1494312,1072170,1423062,1839162
1209312,877800,1494312,1072170,1385670,1839162
174783,1187956,1200745,1393392,1831060,1839383
227017,271656,354025,1804992,1825320,1839383
317492,370881,488215,1773408,1811775,1839383
403767,274456,488215,1773408,1794520,1839383
869505,1009008,1331967,1268540,1620892,1839383
869505,828100,1200745,1393392,1620892,1839383
1062908,477456,1165220,1423233,1501185,1839383
1268540,1009008,1620892,869505,1331967,1839383
1393392,1187956,1831060,174783,1200745,1839383
1393392,828100,1620892,869505,1200745,1839383
1423233,477456,1501185,1062908,1165220,1839383
1773408,370881,1811775,317492,488215,1839383
1773408,274456,1794520,403767,488215,1839383
1804992,271656,1825320,227017,354025,1839383
510048,1031320,1150552,1435200,1767320,1839448
1435200,1031320,1767320,510048,1150552,1839448
742791,509212,900575,1603920,1682812,1839455
1603920,509212,1682812,742791,900575,1839455
296370,66000,303630,1814400,1815600,1839630
1814400,66000,1815600,296370,303630,1839630
360360,739200,822360,1645600,1804000,1839640
1645600,739200,1804000,360360,822360,1839640
389760,1682928,1727472,632896,1798000,1839760
632896,1682928,1798000,389760,1727472,1839760
281385,1022112,1060137,1503684,1818180,1839825
439560,824175,934065,1585080,1786545,1839825
439560,745920,865800,1623375,1786545,1839825
959040,643356,1154844,1432233,1570095,1839825
1034280,232713,1060137,1503684,1521585,1839825
1432233,643356,1570095,959040,1154844,1839825
1503684,1022112,1818180,281385,1060137,1839825
1503684,232713,1521585,1034280,1060137,1839825
1585080,824175,1786545,439560,934065,1839825
1623375,745920,1786545,439560,865800,1839825
438438,722016,844710,1634688,1787040,1840038
1634688,722016,1787040,438438,844710,1840038
281424,399168,488400,1774080,1818432,1840080
403920,274560,488400,1774080,1795200,1840080
753984,935088,1201200,1393920,1678512,1840080
1193808,133056,1201200,1393920,1400256,1840080
1393920,935088,1678512,753984,1201200,1840080
1393920,133056,1400256,1193808,1201200,1840080
1774080,399168,1818432,281424,488400,1840080
1774080,274560,1795200,403920,488400,1840080
768320,1440600,1632680,848925,1672125,1840195
848925,1440600,1672125,768320,1632680,1840195
547400,283050,616250,1734000,1756950,1840250
1734000,283050,1756950,547400,616250,1840250
1063083,96844,1067485,1499520,1502644,1840675
1499520,96844,1502644,1063083,1067485,1840675
1034800,232830,1060670,1504440,1522350,1840750
1504440,232830,1522350,1034800,1060670,1840750
404073,274664,488585,1774752,1795880,1840777
1774752,274664,1795880,404073,488585,1840777
439824,824670,934626,1586032,1787618,1840930
439824,746368,866320,1624350,1787618,1840930
959616,1190112,1528800,1025570,1571038,1840930
1025570,1190112,1571038,959616,1528800,1840930
1586032,824670,1787618,439824,934626,1840930
1624350,746368,1787618,439824,866320,1840930
768768,1441440,1633632,849420,1673100,1841268
849420,1441440,1673100,768768,1633632,1841268
404226,274768,488770,1775424,1796560,1841474
1775424,274768,1796560,404226,488770,1841474
754572,1299771,1502925,1064140,1679821,1841515
1064140,1299771,1679821,754572,1502925,1841515
1006776,414882,1088910,1485120,1541982,1841550
1485120,414882,1541982,1006776,1088910,1841550
1081850,944160,1435910,1153224,1490424,1841674
1153224,944160,1490424,1081850,1435910,1841674
1035320,232947,1061203,1505196,1523115,1841675
1505196,232947,1523115,1035320,1061203,1841675
440088,825165,935187,1586984,1788691,1842035
440088,746816,866840,1625325,1788691,1842035
1586984,825165,1788691,440088,935187,1842035
1625325,746816,1788691,440088,866840,1842035
92820,331760,344500,1809600,1839760,1842100
204048,173964,268140,1822480,1830764,1842100
1809600,331760,1839760,92820,344500,1842100
1822480,173964,1830764,204048,268140,1842100
404379,274872,488955,1776096,1797240,1842171
1776096,274872,1797240,404379,488955,1842171
73080,229216,240584,1826565,1840891,1842341
769216,1442280,1634584,849915,1674075,1842341
769216,399960,866984,1625595,1674075,1842341
849915,1442280,1674075,769216,1634584,1842341
1625595,399960,1674075,769216,866984,1842341
1826565,229216,1840891,73080,240584,1842341
548044,283383,616975,1736040,1759017,1842415
1736040,283383,1759017,548044,616975,1842415
422100,1323920,1389580,1209975,1793545,1842545
1209975,1323920,1793545,422100,1389580,1842545
1035840,233064,1061736,1505952,1523880,1842600
1505952,233064,1523880,1035840,1061736,1842600
999936,881280,1332864,1272348,1547748,1842660
1272348,881280,1547748,999936,1332864,1842660
463505,592800,752495,1682100,1783500,1842745
736593,1510960,1680943,755076,1689124,1842745
736593,330876,807495,1656400,1689124,1842745
755076,1510960,1689124,736593,1680943,1842745
1656400,330876,1689124,736593,807495,1842745
1682100,592800,1783500,463505,752495,1842745
332310,1745568,1776918,488376,1812600,1842810
488376,1745568,1812600,332310,1776918,1842810
404532,274976,489140,1776768,1797920,1842868
1776768,274976,1797920,404532,489140,1842868
755160,534688,925288,1593834,1681130,1842950
1593834,534688,1681130,755160,925288,1842950
440352,825660,935748,1587936,1789764,1843140
440352,747264,867360,1626300,1789764,1843140
1587936,825660,1789764,440352,935748,1843140
1626300,747264,1789764,440352,867360,1843140
404595,1469664,1524339,1036152,1798200,1843155
1036152,1469664,1798200,404595,1524339,1843155
769664,1443120,1635536,850410,1675050,1843414
850410,1443120,1675050,769664,1635536,1843414
1036360,233181,1062269,1506708,1524645,1843525
1506708,233181,1524645,1036360,1062269,1843525
1045028,515760,1165372,1428471,1518729,1843535
1428471,515760,1518729,1045028,1165372,1843535
941850,1092960,1442790,1147608,1584792,1843542
1147608,1092960,1584792,941850,1442790,1843542
281957,399924,489325,1777440,1821876,1843565
404685,275080,489325,1777440,1798600,1843565
755412,936859,1203475,1396560,1681691,1843565
1196069,133308,1203475,1396560,1402908,1843565
1396560,936859,1681691,755412,1203475,1843565
1396560,133308,1402908,1196069,1203475,1843565
1777440,399924,1821876,281957,489325,1843565
1777440,275080,1798600,404685,489325,1843565
390600,1686555,1731195,634260,1801875,1843725
634260,1686555,1801875,390600,1731195,1843725
361179,740880,824229,1649340,1808100,1843821
1649340,740880,1808100,361179,824229,1843821
755664,1301652,1505100,1065680,1682252,1844180
1065680,1301652,1682252,755664,1505100,1844180
440616,826155,936309,1588888,1790837,1844245
440616,747712,867880,1627275,1790837,1844245
1588888,826155,1790837,440616,936309,1844245
1627275,747712,1790837,440616,867880,1844245
404838,275184,489510,1778112,1799280,1844262
1778112,275184,1799280,404838,489510,1844262
1036880,233298,1062802,1507464,1525410,1844450
1507464,233298,1525410,1036880,1062802,1844450
770112,1443960,1636488,850905,1676025,1844487
850905,1443960,1676025,770112,1636488,1844487
548688,283716,617700,1738080,1761084,1844580
1738080,283716,1761084,548688,617700,1844580
1083775,945840,1438465,1155276,1493076,1844951
1155276,945840,1493076,1083775,1438465,1844951
404991,275288,489695,1778784,1799960,1844959
1778784,275288,1799960,404991,489695,1844959
440880,826650,936870,1589840,1791910,1845350
440880,748160,868400,1628250,1791910,1845350
961920,645288,1158312,1436534,1574810,1845350
1436534,645288,1574810,961920,1158312,1845350
1589840,826650,1791910,440880,936870,1845350
1628250,748160,1791910,440880,868400,1845350
1037400,233415,1063335,1508220,1526175,1845375
1508220,233415,1526175,1037400,1063335,1845375
770560,1444800,1637440,851400,1677000,1845560
851400,1444800,1677000,770560,1637440,1845560
405144,275392,489880,1779456,1800640,1845656
1779456,275392,1800640,405144,489880,1845656
1037920,233532,1063868,1508976,1526940,1846300
